id,gender,Category,articleType,baseColour,season,year,usage,productDisplayName,,
46287,Woman,Topwear,Tunics,Black,Summer,2012,Casual,109F Women Black & Cream-Coloured Colourblocked Printed Tunic,,
4725,Man,Topwear,Tshirts,Yellow,Summer,2011,Casual,Disney Kids Boy's Royal Sailing Yellow Teen Kidswear,,
56829,Man,Bottomwear,Jeans,Blue,Fall,2012,Casual,John Players Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,,
45402,Woman,Shoes,Flats,Gold,Winter,2012,Casual,Rocia Women Gold Sandals,,
15372,Woman,Topwear,Tops,Turquoise Blue,Fall,2011,Casual,Urban Yoga Women Solid Turquoise Blue Tops,,
39984,Man,Shoes,Casual Shoes,Grey,Winter,2014,Casual,Gas Men Grey & Blue Tee Casual Shoes,,
21147,Woman,Topwear,Sweatshirts,Grey,Fall,2011,Casual,s.Oliver Women Grey Hooded Sweatshirt,,
38856,Woman,Topwear,Tops,White,Fall,2012,Casual,Latin Quarters Women White Printed Top,,
40170,Man,Accessories,Sunglasses,Brown,Winter,2016,Casual,Fastrack Men UV Protected Sporty Sunglasses,,
33482,Woman,Accessories,Belts,Blue,Summer,2012,Casual,Baggit Women Flora Dum Blue Belt,,
52673,Man,Accessories,Accessories,Silver,Winter,2016,Casual,Morellato Men Silver Dial Watch,,
21381,Man,Bottomwear,Track Pants,Navy Blue,Fall,2011,Casual,Manchester United Men Solid Navy Blue Track Pants,,
44716,Man,Flip Flops,Flip Flops,Green,Summer,2012,Casual,Lotto Men Green Flip Flops,,
5431,Man,Topwear,Shirts,Pink,Summer,2011,Casual,Ant Kids Boy's Pink Check Kidswear,,
20253,Man,Topwear,Tshirts,White,Fall,2011,Casual,Wrangler Men Thin White T-shirt,,
58349,Man,Topwear,Tshirts,Blue,Summer,2012,Casual,Locomotive Men Blue T-shirt,,
14066,Man,Topwear,Tshirts,Green,Fall,2011,Casual,Flying Machine Men Pack Of 2 Stripes Green Tshirts,,
15988,Man,Topwear,Tshirts,Green,Fall,2011,Casual,Turtle Stripes Men Green TShirt,,
11514,Woman,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Heels,,
25721,Man,Accessories,Belts,Brown,Summer,2012,Casual,Wrangler Men Leather Brown Belt,,
57301,Woman,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Heels,,
33644,Woman,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Women Koro W Black Flip Flops,,
2614,Woman,Shoes,Flats,Beige,Fall,2010,Casual,Carlton London Women Greek Beige Sandal,,
28802,Man,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
43533,Woman,Topwear,Tops,White,Summer,2012,Casual,French Connection Women Multi Coloured Top,,
13243,Man,Bottomwear,Shorts,Beige,Fall,2011,Casual,Palm Tree Kids Boys Solid Beige Shorts,,
27076,Woman,Shoes,Flats,Mustard,Winter,2015,Casual,Catwalk Women Mustard Casual Sandals,,
19779,Man,Accessories,Mufflers,Grey,Fall,2011,Casual,United Colors of Benetton Men Casual Grey Muffler,,
12391,Man,Accessories,Accessories,Lavender,Fall,2011,Formal,Reid & Taylor Men Printed Lavender Tie,,
49009,Woman,Accessories,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,,
31113,Man,Bottomwear,Capris,Navy Blue,Summer,2012,Casual,Gini and Jony Boys Washed Navy Blue 3/4 Length Pants,,
34461,Unisex,Accessories,Backpacks,Black,Summer,2010,Casual,ADIDAS Unisex Black BTS Backpack,,
47193,Man,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Franco Leone Men Brown Formal Shoes,,
7366,Man,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men's Tape Black Casual Shoe,,
49835,Woman,Flip Flops,Flip Flops,White,Winter,2012,Casual,iPanema Women White Flip Flops,,
22504,Woman,Shoes,Casual Shoes,Blue,Winter,2015,Casual,Catwalk Women Blue Casual Shoes,,
16731,Woman,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,Lotto Women Primavera Blue Slipper,,
18499,Man,Topwear,Sweaters,Navy Blue,Fall,2011,Casual,Puma Men Striped Navy Blue Sweater,,
13071,Man,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,,
43701,Woman,Topwear,Tops,Maroon,Summer,2012,Casual,Remanika Women Maroon Top,,
26396,Man,Topwear,Shirts,Navy Blue,Summer,2012,Formal,Turtle Men Check Navy Blue Shirt,,
7968,Unisex,Sandal,Sandals,Green,Fall,2011,Casual,Fila Unisex Inferno Olive Green Floater,,
34653,Man,Shoes,Sports Shoes,Black,Summer,2012,Sports,Fila Men Cerchi Lite Black Sports Shoes,,
6086,Woman,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Rollup Armhole Pink T-shirt,,
50316,Man,Accessories,Accessories,Navy Blue,Summer,2012,Formal,Park Avenue Men Navy Blue Tie,,
22736,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men T90 Exacto White Sports Shoes,,
8920,Man,Accessories,Belts,Black,Fall,2011,Casual,Puma Men Heritage Black Belt,,
16503,Man,Topwear,Tshirts,Red,Fall,2011,Casual,Locomotive Men Solid Red Polo TShirt,,
46273,Woman,Topwear,Tunics,Black,Summer,2012,Casual,109F Women Black Embellished Tunic,,
7154,Woman,Topwear,Tops,Grey,Fall,2011,Casual,Scullers For Her Women's Fashion Summer Lite Ash Grey Top,,
39970,Man,Shoes,Casual Shoes,Red,Spring,2013,Casual,Gas Men Red Cutback Shoes,,
20061,Woman,Accessories,Caps,Grey,Fall,2011,Casual,United Colors of Benetton Women Solid Grey Cap,,
53593,Man,Accessories,Accessories,Black,Winter,2016,Casual,Q&Q Men Digital Watch,,
5603,Man,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Nike Men's Chroma Thong White Red Flip Flop,,
11726,Man,Topwear,Tshirts,White,Summer,2011,Casual,Lee Men Printed White Tshirts,,
59895,Woman,Dress,Dresses,Orange,Fall,2012,Casual,Femella Women Orange Dress,,
33476,Woman,Accessories,Belts,Red,Summer,2012,Casual,Baggit Women Charmy Moly Red Belt,,
57133,Woman,Topwear,Tops,Multi,Summer,2012,Casual,Elle Women Multi Coloured Top,,
13415,Man,Topwear,Shirts,White,Summer,2011,Casual,United Colors of Benetton Men Solid White Shirts,,
2042,Man,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee,,
43365,Man,Shoes,Sports Shoes,Brown,Summer,2012,Sports,Reebok Men Brown Reverse Smash Sports Shoes,,
22352,Man,Topwear,Shirts,Green,Fall,2011,Casual,John Players Men Check Green Shirt,,
46617,Woman,Shoes,Heels,Gold,Winter,2012,Casual,Catwalk Women Gold Coloured Wedges,,
19913,Unisex,Accessories,Rucksacks,Yellow,Winter,2015,Casual,Wildcraft Unisex Grey & Yellow Rucksack,,
7530,Man,Topwear,Tshirts,Yellow,Summer,2011,Sports,Nike Men's Ss Training Yellow T-shirt,,
34237,Man,Topwear,Tshirts,Rust,Summer,2013,Casual,Proline Men Rust Orange Polo T-shirt,,
23280,Man,Accessories,Accessories,Steel,Winter,2016,Casual,Maxima Ssteele Men Watch,,
14630,Woman,Bottomwear,Skirts,Brown,Fall,2011,Casual,United Colors of Benetton Women Check Brown Skirts,,
5267,Unisex,Accessories,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Backpack,,
36560,Man,Topwear,Tshirts,Black,Summer,2012,Casual,Jack & Jones Men Note White T-shirt,,
10290,Woman,Shoes,Heels,Brown,Fall,2012,Casual,Clarks Women Shavi Knot Leather Brown Heels,,
11342,Man,Bottomwear,Jeans,Black,Spring,2013,Casual,Lee Men Black Chicago Fit Jeans,,
25177,Woman,Accessories,HandAccessories,Brown,Winter,2015,Casual,Lino Perros Women Brown Handbag,,
52819,Woman,Accessories,Earrings,Green,Fall,2012,Casual,Adrika Green Earrings,,
37680,Unisex,Accessories,Backpacks,Black,Summer,2012,Casual,American Tourister Unisex Black Backpack,,
5055,Man,Shoes,Casual Shoes,Black,Summer,2011,Casual,Fila Men's Rakett Black Shoe,,
20637,Woman,Dress,Dresses,Grey,Fall,2011,Casual,AND Women Solid Grey and Black Dress,,
4187,Woman,Topwear,Tshirts,Red,Summer,2011,Casual,Disney Kids Girls Red Stripes Mickey Kidswear,,
5869,Woman,Topwear,Tops,Yellow,Summer,2011,Casual,ADIDAS Women's Clean Yellow Top,,
11170,Man,Topwear,Sweaters,Yellow,Fall,2011,Casual,Scullers Men Stripes Yellow Sweaters,,
42085,Man,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Sports Shoes,,
31577,Man,Topwear,Tshirts,Charcoal,Summer,2012,Casual,Mark Taylor Men Printed Charcoal T-shirt,,
2270,Woman,Topwear,Tshirts,Pink,Fall,2010,Casual,Nike JDI Pink Women T-shirt,,
9698,Man,Shoes,Formal Shoes,Black,Winter,2015,Formal,Hush Puppies Men Jungle Black Formal Shoes,,
43157,Woman,Accessories,Accessories,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch,,
34839,Man,Sandal,Sandals,Navy Blue,Summer,2012,Casual,ADIDAS Men Recovery Slide Navy Blue Sandals,,
46425,Man,Accessories,Accessories,Silver,Winter,2016,Casual,Timex Men Sliver Dial Chronograph Watch,,
7702,Woman,Topwear,Tops,Green,Fall,2011,Casual,Jealous 21 Women's She's Got Attitude Mint Green Tops,,
22160,Man,Shoes,Casual Shoes,Black,Summer,2011,Casual,Lee Cooper Men Black Casual Shoes,,
16355,Man,Topwear,Shirts,Purple,Fall,2011,Formal,Peter England Men Stripes Purple Shirt,,
17287,Man,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Solid Navy Blue Polo Tshirt,,
34005,Woman,Topwear,Tops,Purple,Summer,2012,Casual,Palm Tree Girls Purple Top,,
8316,Woman,Topwear,Tshirts,Yellow,Spring,2013,Casual,Wildcraft Women's Organic Cotton Yellow T-shirt,,
46845,Woman,Sandal,Sandals,Pink,Winter,2012,Casual,Barbie Pink Girls Slippers,,
19741,Woman,Accessories,Caps,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Cap,,
27872,Woman,Topwear,Shirts,Pink,Summer,2012,Casual,Scullers For Her Striped Pink Shirt,,
31917,Woman,Accessories,Clutches,Black,Summer,2012,Casual,Fabindia Women Black Silk Clutch,,
46079,Man,Shoes,Sports Shoes,Black,Summer,2012,Sports,ADIDAS Men Black Adizero Shadow Sports Shoes,,
1895,Man,Topwear,Sweatshirts,Black,Winter,2010,Casual,FIFA Men Full Sleeves Hoody Sweatshirt,,
53799,Man,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Red T-shirt,,
5409,Man,Shoes,Sports Shoes,Blue,Fall,2011,Sports,Quechua Arpenaz  200 M,,
25719,Woman,Accessories,HandAccessories,Blue,Summer,2012,Casual,Wrangler Women Denim Blue Handbag,,
14862,Woman,Accessories,Necklace and Chains,Coffee Brown,Summer,2011,Casual,United Colors of Benetton Women Mettalic Coffee Brown Necklace,,
39948,Man,Shoes,Casual Shoes,White,Spring,2013,Casual,GAS Men White Casual Shoes,,
57937,Man,Shoes,Casual Shoes,Navy Blue,Spring,2012,Casual,Clarks Men Navy Blue Casual Shoes,,
40980,Man,Topwear,Tshirts,Yellow,Summer,2012,Casual,Gini and Jony Boys Core Yellow T-shirt,,
20059,Woman,Bottomwear,Stockings,Beige,Fall,2011,Casual,United Colors Of Benetton Women Beige Tights,,
58143,Unisex,Accessories,Backpacks,Red,Summer,2012,Casual,Puma Unisex Red Backpack,,
36900,Man,Accessories,Accessories,White,Winter,2016,Casual,Fossil Men White Dial Chronograph Watch FS4640,,
20865,Unisex,Sandal,Sandals,Green,Winter,2012,Casual,Disney Kids-Unisex Lightning Green Sandals,,
13049,Man,Topwear,Sweaters,Black,Fall,2011,Casual,Spykar Men Stripes Black Sweaters,,
6882,Woman,Topwear,Jackets,Cream,Summer,2011,Casual,Forever New Women Long Peach Jacket,,
19573,Man,Bottomwear,Track Pants,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Track Pants,,
7950,Man,Topwear,Tshirts,White,Fall,2011,Sports,Puma Men's Riddim White Black T-shirt,,
8124,Woman,Accessories,Accessories,White,Winter,2016,Casual,Fastrack Women Core Analog Steel White Watch,,
13875,Man,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Solid Navy Blue Shirts,,
47399,Woman,Accessories,HandAccessories,Green,Fall,2012,Casual,Baggit Women Green Bag,,
8918,Man,Accessories,Belts,Brown,Spring,2014,Casual,Puma Men Heritage classic Brown belt,,
58527,Unisex,Accessories,Sunglasses,Black,Winter,2016,Casual,Miami Blues Unisex Sunglasses,,
36558,Man,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Jack & Jones Men Note Navy Blue T-shirt,,
44944,Woman,Dress,Dresses,Navy Blue,Fall,2012,Casual,United Colors of Benetton Women Navy Blue Dress,,
39510,Unisex,Accessories,Backpacks,Black,Summer,2012,Casual,Peter England Unisex Black Backpack,,
45896,Man,Accessories,Accessories,White,Winter,2016,Casual,Maxima Ssteele Men White Dial Watch,,
19117,Man,Flip Flops,Flip Flops,Brown,Fall,2011,Casual,Lotto Men Arch Brown Slippers,,
9492,Unisex,Accessories,Backpacks,Navy Blue,Fall,2011,Casual,Puma Unisex Deck Navy Blue Backpacks,,
7508,Man,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's T90 Ss White T-shirt,,
29782,Man,Bottomwear,Trousers,Green,Summer,2013,Casual,Basics Men Green Trousers,,
3994,Man,Topwear,Tshirts,Green,Summer,2011,Casual,Mr.Men Men's Thats Funny Green T-shirt,,
51698,Unisex,Accessories,Sunglasses,Grey,Winter,2016,Casual,Van Heusen Unisex Grey Aviator Sunglasses VH217-C,,
2846,Man,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Cool Black T-shirt,,
28650,Man,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dual Fusion White Sports Shoes,,
19325,Man,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Myntra Men Solid Grey Sweatshirt,,
34801,Man,Accessories,Belts,Black,Summer,2012,Casual,Flying Machine Men Woven Black Belt,,
2248,Man,Flip Flops,Flip Flops,Black,Fall,2011,Sports,Puma Men's Drifter Black Green Flip Flops,,
48587,Woman,Accessories,Bracelet,Silver,Summer,2013,Casual,Lucera Women Silver Bracelet,,
22158,Man,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Lee Cooper Men Brown Casual Shoes,,
42881,Woman,Accessories,HandAccessories,Grey,Summer,2012,Casual,French Connection Women Grey Sling Bag,,
28462,Woman,Bottomwear,Capris,Pink,Summer,2012,Casual,Urban Yoga Women Pink Capris,,
43953,Woman,Shoes,Heels,Purple,Winter,2012,Casual,Catwalk Women Purple Flats,,
11974,Man,Shoes,Casual Shoes,White,Summer,2012,Casual,Fila Men Paramount Plus White Shoes,,
45298,Woman,Accessories,Accessories,Black,Winter,2016,Casual,Casio SHEEN Women Chronograph Watch SX046 SHE-3802D-1ADR,,
33218,Woman,Topwear,Tops,Multi,Summer,2012,Casual,Sepia Women Printed Multi Coloured Top,,
5851,Woman,Accessories,HandAccessories,Black,Summer,2011,Casual,ADIDAS Women Style Black Handbag,,
11148,Man,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Fil A Fil Purple Shirts,,
4983,Woman,Dress,Dresses,White,Summer,2011,Casual,Palm Tree Girl's Blenda White Pink Kidswear,,
39722,Woman,Topwear,Tops,White,Summer,2012,Casual,Arrow Woman White Top,,
24855,Woman,Topwear,Tops,Red,Fall,2011,Ethnic,Mother Earth Women Printed Red Top,,
32930,Woman,Topwear,Shirts,Black,Summer,2012,Formal,Van Heusen Woman Black Shirt,,
4379,Man,Topwear,Tshirts,White,Summer,2011,Casual,Superman Men's Drip Shield White T-shirt,,
24069,Man,Topwear,Shirts,Black,Fall,2011,Casual,Locomotive Men Checked Black Shirt,,
38436,Woman,Accessories,HandAccessories,Black,Summer,2012,Casual,Baggit Women Black Handbag,,
53907,Woman,Accessories,HandAccessories,Maroon,Summer,2012,Casual,Kiara Women Maroon Handbag,,
49693,Man,Accessories,Accessories,Maroon,Summer,2012,Casual,Park Avenue Men Maroon Tie,,
16997,Woman,Shoes,Flats,White,Winter,2012,Casual,Rocia Women White Ballerinas,,
31789,Woman,Topwear,Tshirts,Green,Summer,2012,Casual,Lee Women Johana Green T-shirt,,
17845,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men T90 Shoot I\/ HG-B White Sports Shoe,,
9466,Man,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men Self Structure White Shirt,,
48741,Man,Accessories,Bangle,Steel,Summer,2012,Casual,Revv Men Steel Bangle,,
18031,Woman,Accessories,HandAccessories,Black,Winter,2015,Casual,Lino Perros Women Solid Black Handbag,,
35329,Woman,Accessories,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,,
3960,Woman,Topwear,Tops,Purple,Summer,2011,Casual,Jealous 21 Women Purple Tube Top,,
42049,Woman,Accessories,Clutches,Purple,Summer,2010,Casual,Bulchee Women Purple Clutch,,
8786,Man,Topwear,Shirts,Blue,Summer,2011,Casual,Scullers Men Blue & Green Check Shirt,,
35927,Woman,Accessories,Clutches,Olive,Summer,2012,Casual,Peperone Women Olive Clutch,,
18203,Man,Topwear,Sweatshirts,Black,Fall,2011,Casual,Nike Men AS Squad Fleec LS Crew Black Sweatshirt,,
9654,Man,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Bling  Blue Shirt,,
48573,Woman,Accessories,Bracelet,Black,Summer,2013,Casual,Lucera Women Black & Silver Bracelet,,
23842,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men White Resp Cushion Sports Shoes,,
42875,Woman,Accessories,Clutches,Black,Summer,2012,Casual,French Connection Women Black Purse,,
16399,Man,Topwear,Shirts,White,Fall,2011,Casual,Levis Men White Striped Shirt,,
28496,Man,Bottomwear,Track Pants,Grey,Summer,2012,Casual,Urban Yoga Men Solid Grey Track Pants,,
5099,Man,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Men's Saddle Up White T-shirt,,
10852,Man,Topwear,Tshirts,Blue,Fall,2011,Casual,Wrangler Men Blue Striped T-shirt,,
11980,Man,Sandal,Sandals,Black,Fall,2011,Casual,Fila Men Motor Sports Black Sandals,,
21729,Woman,Flip Flops,Flip Flops,Orange,Fall,2010,Casual,ADIDAS Women Dota and Stripes Orange Flip Flops,,
38604,Man,Topwear,Tshirts,White,Summer,2012,Casual,Nike Men White Eligible T-shirt,,
4977,Man,Bottomwear,Jeans,Blue,Summer,2011,Casual,Gini and Jony Boy's Kang Jeans Infant Kidswear,,
54548,Woman,Topwear,Tunics,Yellow,Summer,2012,Casual,Global Desi Women Yellow Tunic,,
18667,Man,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Fila Men Grey & Black Sports Shoes,,
9230,Man,Topwear,Shirts,White,Fall,2011,Formal,Mark Taylor Men White Striped Shirt,,
48117,Woman,Accessories,Belts,Silver,Summer,2012,Casual,Fossil Women Silver Sasha Belt,,
6278,Man,Topwear,Tshirts,White,Summer,2011,Casual,UCB Men's Saxophone White T-shirt,,
27886,Woman,Topwear,Shirts,Pink,Summer,2012,Formal,Scullers For Her Women Pink Shirt,,
30831,Woman,Bottomwear,Churidar,Yellow,Summer,2012,Ethnic,Fabindia Women Yellow Mangalgiri Churidar,,
29120,Man,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Puma Men Germany WC Black Flip Flops,,
26954,Woman,Topwear,Tops,Purple,Summer,2012,Casual,Jealous 21 Women Purple Top,,
45608,Man,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Arrow Men Brown Formal Shoes,,
59257,Woman,Accessories,Accessories,White,Winter,2016,Casual,Titan Women White Watch,,
58385,Man,Topwear,Tshirts,Grey,Summer,2012,Casual,Locomotive Men Dark Grey T-shirt,,
1861,Man,Topwear,Tshirts,White,Summer,2011,Casual,Inkfruit Men Graff Wars T-shirt,,
14896,Woman,Accessories,HandAccessories,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black HandAccessories,,
33688,Man,Sandal,Sandals,White,Winter,2012,Casual,Cobblerz Men White Sandals,,
40974,Man,Topwear,Tshirts,Green,Summer,2012,Casual,Gini and Jony Boys United Green T-shirt,,
14298,Man,Topwear,Tshirts,Grey,Fall,2011,Casual,Classic Polo Men Printed pack of 3 Tshirts,,
32568,Woman,Topwear,Tops,Black,Summer,2012,Casual,ONLY Women Black Top,,
21943,Woman,Accessories,HandAccessories,Purple,Winter,2015,Casual,Murcia Women Casual Purple Handbag,,
10638,Man,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Carlton London Men Formal Brown Formal Shoes,,
40148,Woman,Dress,Dresses,Blue,Summer,2012,Casual,Gini and Jony Girls Play Suit Blue Dress,,
20891,Man,Shoes,Casual Shoes,Green,Fall,2011,Casual,Basics Men Green Casual Shoes,,
38052,Man,Accessories,Accessories,Black,Winter,2016,Casual,Q&Q Men Black Digital Watch M124J002Y,,
9002,Man,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men 917Lo Riddim 50s oc Black Casual Shoes,,
6876,Woman,Topwear,Jackets,Peach,Summer,2011,Casual,Forever New Women Peach Jacket,,
19587,Woman,Topwear,Tops,White,Summer,2011,Casual,United Colors of Benetton Women White Printed Top,,
3538,Man,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Mens Octopus Black T-shirt,,
13881,Man,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,,
7198,Woman,Topwear,Tops,Grey,Fall,2011,Casual,Jealous 21 Women's Shimmery Flower Print Grey Top,,
12953,Man,Bottomwear,Trousers,Brown,Fall,2011,Casual,Basics Men Brown Trousers,,
29312,Unisex,Accessories,Backpacks,Black,Summer,2012,Casual,ADIDAS Unisex Black Backpack,,
20630,Woman,Accessories,Belts,Green,Winter,2015,Casual,Baggit Women Fiancee Taj Green Belt,,
37687,Unisex,Accessories,Backpacks,Brown,Summer,2012,Casual,American Tourister Unisex Brown Backpack,,
5052,Man,Shoes,Casual Shoes,Navy Blue,Summer,2011,Casual,Fila Men's Oxidised Navy Canvas Shoe,,
44375,Woman,Topwear,Waistcoat,Blue,Summer,2012,Casual,ONLY Women Blue Waistcoat,,
36755,Man,Accessories,Accessories,White,Winter,2016,Casual,Maxima Men White Dial Scuba Watch,,
4180,Man,Shoes,Formal Shoes,Brown,Summer,2011,Smart Casual,Rockport Men Brown Leather Semi-Formal Shoes,,
52210,Woman,Accessories,Pendant,White,Fall,2012,Casual,Lencia Sterling Silver Pendant,,
33227,Woman,Topwear,Tops,Cream,Summer,2012,Casual,Sepia Women Cream Top,,
24290,Man,Topwear,Sweatshirts,Red,Summer,2012,Casual,Quiksilver Men Red Printed Sweatshirt,,
41607,Man,Topwear,Shirts,Grey,Summer,2013,Casual,Basics Men Grey Shirt,,
31570,Man,Bottomwear,Trousers,Black,Summer,2012,Formal,Mark Taylor Men Striped Black Trousers,,
27415,Woman,Bottomwear,Capris,Black,Winter,2015,Casual,Jockey Women Black Relaxed Capris,,
43150,Man,Accessories,Accessories,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch,,
23889,Man,Shoes,Sports Shoes,White,Summer,2012,Sports,Fila Men Roller White Sports Shoes,,
51495,Man,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
22167,Man,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Brown Casual Shoes,,
7705,Woman,Topwear,Tops,Green,Fall,2011,Casual,Jealous 21 Women Did You Year Something Green Top,,
46422,Man,Accessories,Accessories,White,Winter,2016,Casual,Timex Men White Dial Watch,,
34002,Woman,Topwear,Shirts,Cream,Summer,2012,Casual,Femella Women Cream Shirt,,
17280,Man,Topwear,Tshirts,Red,Fall,2011,Casual,U.S. Polo Assn. Men Red T-shirt,,
19128,Man,Flip Flops,Flip Flops,Red,Fall,2011,Casual,Lotto Men Racing Red Slippers,,
3197,Man,Topwear,Tshirts,Maroon,Summer,2011,Casual,Tantra Men's Re-Incarnation Burgendy T-shirt,,
31742,Man,Topwear,Blazers,Black,Summer,2012,Formal,Reid & Taylor Men Semi Formal Black Blazer,,
43362,Man,Shoes,Sports Shoes,Grey,Summer,2013,Sports,Reebok Men Grey United Runner Sports Shoes,,
2045,Man,Topwear,Tshirts,Black,Fall,2010,Sports,ADIDAS Mens Multi Black T-shirt,,
30690,Woman,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Flats,,
13412,Man,Topwear,Shirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Check Blue Shirts,,
19914,Unisex,Accessories,Waist Pouch,Grey,Winter,2015,Casual,Wildcraft Unisex Blue & Grey Waist Pouch,,
7537,Man,Bottomwear,Track Pants,Grey,Summer,2011,Sports,Nike Men's Classic Fresh Grey Track Pant,,
46610,Woman,Shoes,Heels,Blue,Summer,2012,Casual,Catwalk Women Blue Flats,,
16160,Man,Shoes,Formal Shoes,Black,Fall,2011,Formal,Enroute Men Leather Black Formal Shoes,,
22355,Man,Topwear,Shirts,Blue,Fall,2011,Casual,John Players Men Solid Blue Shirt,,
23287,Man,Accessories,Accessories,White,Winter,2016,Casual,Maxima Men Ssteele White Dial Watch,,
2879,Woman,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue Heels,,
50775,Man,Shoes,Formal Shoes,Brown,Winter,2013,Formal,Clarks Men Brown Leather Derbys,,
34230,Man,Topwear,Tshirts,Grey,Summer,2013,Casual,Proline Men Grey T-shirt,,
5260,Unisex,Accessories,Messenger Bag,Blue,Winter,2015,Casual,Wildcraft Unisex Blue Printed Messenger Bag,,
58518,Woman,Topwear,Tops,Black,Summer,2012,Casual,Tonga Women Black & Red Top,,
14637,Man,Topwear,Shirts,White,Fall,2011,Casual,Probase Men Classic Check White Shirts,,
33829,Man,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men II Biz Black Shoes,,
10297,Man,Shoes,Casual Shoes,Black,Fall,2012,Smart Casual,Clarks Men Black Leather Loafers,,
41435,Man,Shoes,Sports Shoes,White,Fall,2012,Sports,Lee Cooper Men White Sports Shoes,,
25170,Woman,Accessories,HandAccessories,Brown,Winter,2015,Casual,Lino Perros Women Leatherette Dark Brown Handbag,,
11345,Man,Bottomwear,Jeans,Black,Fall,2011,Casual,Lee Men Elvira Rinse Black Jeans,,
43706,Woman,Accessories,Jewellery Set,Green,Summer,2012,Ethnic,Royal Diadem Green Jewellery Set,,
13076,Man,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes,,
50311,Man,Accessories,Accessories,Silver,Summer,2012,Formal,Park Avenue Men Silver Tie,,
34654,Man,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Fila Men Cerchi Lite Grey Sports Shoes,,
12998,Man,Shoes,Casual Shoes,Black,Fall,2011,Casual,Timberland Kids Boys Casual Black Casual Shoes,,
35786,Woman,Shoes,Flats,Blue,Summer,2010,Casual,Enroute Women Bluish Grey Shoes,,
7153,Man,Topwear,Tshirts,Red,Fall,2011,Casual,Scullers Men's Scul Red White T-shirt,,
46274,Woman,Topwear,Tops,Multi,Summer,2012,Casual,109F Women Multicoloured Printed Top,,
8927,Man,Accessories,Belts,Black,Fall,2013,Casual,Puma Men Fundamentals webbing Black Belts,,
16504,Man,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,,
